"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q4",2.033266271,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q1",3.750176278,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q2",1.661478045,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q3",2.145297059,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q4",2.503572026,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q1",1.780392603,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.701694982,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.067624061,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q4",1.560677644,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q1",1.990657829,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q2",2.565331673,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.843683328,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q4",1.913663988,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q1",2.916855703,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q2",1.631592096,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q3",1.682199111,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q4",3.930438208,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q1",2.090489418,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q2",2.021824591,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q3",2.075873115,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q4",1.870552316,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q1",1.908135199,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q2",2.020152462,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q3",1.758931416,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.691579214,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.46806387,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q2",3.550552773,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.791744376,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q4",-0.455994331,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q1",-6.818021985,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q2",-0.807932069,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.747151805,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q4",2.496049822,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q1",3.03463255,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q2",4.383164849,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q3",2.781170984,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q4",2.886255375,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.895051738,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.332510215,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q3",2.754591172,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.324457972,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.225554801,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q2",1.298881026,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.350193624,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q4",1.762585517,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q1",2.544481592,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q2",1.812135416,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q3",2.021812956,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q4",1.097353992,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.659159835,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-0.154146863,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.932669509,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q4",2.639479586,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.254800591,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.763499369,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.405586129,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.757933774,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.850903369,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.887062862,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.505330894,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.012464666,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.639117138,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.730602028,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.613954951,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.779357615,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.674043596,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.730290857,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.173831453,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q4",2.156948555,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.402394858,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.523473003,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.815881043,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.283889347,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q1",0.089986722,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q2",1.332777638,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.992674785,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.746867545,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.959076739,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.899801372,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",1.15521508,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.219318711,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.933130719,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.490791061,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.526323638,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.472298068,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.865665953,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.565974618,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.45177694,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.502248725,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.859424906,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.166152951,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.856151759,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.874915753,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.856974689,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.87785841,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.311317266,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.490638748,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.77536404,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.483265163,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.44296871,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.703947532,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.285955753,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.206465365,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.415940623,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.606194491,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.984785463,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.714647727,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.441838418,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",-0.319868975,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.205851771,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.636597085,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.730848332,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.700312956,
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.198579317,
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.059905534,
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.527437881,
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.271115777,
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.337455717,
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-3.026935758,
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",2.347785538,
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.213742846,
"KOR","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.724067239,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.833347929,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.213238983,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.33777574,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.633967885,"P"
"AUS","QGDP","TOT","PC_CHGPP","Q","1990-Q4",0.592887265,
"AUS","QGDP","TOT","PC_CHGPP","Q","1991-Q1",-1.291435742,
"AUS","QGDP","TOT","PC_CHGPP","Q","1991-Q2",-0.164203612,
"AUS","QGDP","TOT","PC_CHGPP","Q","1991-Q3",0.435059423,
"AUS","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.060990251,
"AUS","QGDP","TOT","PC_CHGPP","Q","1992-Q1",0.763593256,
"AUS","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.716367863,
"AUS","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.988403988,
"AUS","QGDP","TOT","PC_CHGPP","Q","1992-Q4",2.069850428,
"AUS","QGDP","TOT","PC_CHGPP","Q","1993-Q1",0.709297951,
"AUS","QGDP","TOT","PC_CHGPP","Q","1993-Q2",0.583577819,
"AUS","QGDP","TOT","PC_CHGPP","Q","1993-Q3",0.122741622,
"AUS","QGDP","TOT","PC_CHGPP","Q","1993-Q4",1.836605446,
"AUS","QGDP","TOT","PC_CHGPP","Q","1994-Q1",1.633351102,
"AUS","QGDP","TOT","PC_CHGPP","Q","1994-Q2",1.198442287,
"AUS","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.771360332,
"AUS","QGDP","TOT","PC_CHGPP","Q","1994-Q4",1.044894461,
"AUS","QGDP","TOT","PC_CHGPP","Q","1995-Q1",0.039870548,
"AUS","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.401938463,
"AUS","QGDP","TOT","PC_CHGPP","Q","1995-Q3",2.256286818,
"AUS","QGDP","TOT","PC_CHGPP","Q","1995-Q4",-0.026017147,
"AUS","QGDP","TOT","PC_CHGPP","Q","1996-Q1",1.643637565,
"AUS","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.686406788,
"AUS","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.774158133,
"AUS","QGDP","TOT","PC_CHGPP","Q","1996-Q4",0.924016005,
"AUS","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.621085968,
"AUS","QGDP","TOT","PC_CHGPP","Q","1997-Q2",2.973065713,
"AUS","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.141335448,
"AUS","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.446165615,
"AUS","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.673375284,
"AUS","QGDP","TOT","PC_CHGPP","Q","1998-Q2",0.917544576,
"AUS","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.888914041,
"AUS","QGDP","TOT","PC_CHGPP","Q","1998-Q4",1.501691816,
"AUS","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.744222764,
"AUS","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.322346253,
"AUS","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.155297718,
"AUS","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.705783871,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.40307413,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.938334576,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.24857749,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.362770507,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.043183004,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.813109621,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.194767121,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q4",1.208771947,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.766596521,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q2",1.708963791,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.302891176,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.816290203,
"AUS","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.202735511,
"AUS","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.415978352,
"AUS","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.736612697,
"AUS","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.640439956,
"AUS","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.785163412,
"AUS","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.66328709,
"AUS","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.772419891,
"AUS","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.752271932,
"AUS","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.764012285,
"AUS","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.438815461,
"AUS","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.124947677,
"AUS","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.762893592,
"AUS","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.112398014,
"AUS","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.205166783,
"AUS","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.495504103,
"AUS","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.285467327,
"AUS","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.399996127,
"AUS","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.619813292,
"AUS","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.154991134,
"AUS","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.401507395,
"AUS","QGDP","TOT","PC_CHGPP","Q","2008-Q1",1.032323168,
"AUS","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.319453362,
"AUS","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.71167441,
"AUS","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-0.47545571,
"AUS","QGDP","TOT","PC_CHGPP","Q","2009-Q1",0.918665517,
"AUS","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.756676249,
"AUS","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.300035663,
"AUS","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.750550739,
"AUS","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.431682642,
"AUS","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.680135263,
"AUS","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.705131934,
"AUS","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.875996735,
"AUS","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-0.299504809,
"AUS","QGDP","TOT","PC_CHGPP","Q","2011-Q2",1.297507866,
"AUS","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.355828584,
"AUS","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.075017755,
"AUS","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.943990991,
"AUS","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.747320017,
"AUS","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.59909993,
"AUS","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.479577389,
"AUS","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.424620498,
"AUS","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.431216333,
"AUS","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.78724624,
"AUS","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.803203603,
"AUS","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.753628221,
"AUS","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.461627759,
"AUS","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.479593034,
"AUS","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.363424818,
"AUS","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.907957666,
"AUS","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.107788256,
"AUS","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.044376011,
"AUS","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.600985783,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.860458781,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.65410039,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.136753972,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.046657962,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.23423626,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.678205761,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.976605617,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.43517007,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.85869119,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.884884811,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.424808836,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.127816529,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.410719641,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.690544465,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.819082395,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.392796088,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.304928758,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.79667763,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.505833467,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q4",3.276943633,
"AUS","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.78333639,
"AUS","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.821402691,
"AUS","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-1.820375148,
"AUS","QGDP","TOT","PC_CHGPP","Q","2021-Q4",3.623175502,
"AUS","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.754403551,
"ISL","QGDP","TOT","PC_CHGPP","Q","1990-Q4",0.31654637,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1991-Q1",0.148932074,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1991-Q2",-0.147785638,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1991-Q3",-0.591563996,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1991-Q4",-0.98579378,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1992-Q1",-1.109030913,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1992-Q2",-0.95095968,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1992-Q3",-0.519061305,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1992-Q4",0.034808005,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1993-Q1",0.530908061,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1993-Q2",0.904943833,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.210698929,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1993-Q4",1.34170469,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1994-Q1",1.202459074,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1994-Q2",0.853415134,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.306349476,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1994-Q4",-0.182250763,"E"
"ISL","QGDP","TOT","PC_CHGPP","Q","1995-Q1",-3.004450734,
"ISL","QGDP","TOT","PC_CHGPP","Q","1995-Q2",2.721451777,
"ISL","QGDP","TOT","PC_CHGPP","Q","1995-Q3",-1.114206821,
"ISL","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.092391407,
"ISL","QGDP","TOT","PC_CHGPP","Q","1996-Q1",4.606983639,
"ISL","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.33778459,
"ISL","QGDP","TOT","PC_CHGPP","Q","1996-Q3",-2.063247859,
"ISL","QGDP","TOT","PC_CHGPP","Q","1996-Q4",2.312791536,
"ISL","QGDP","TOT","PC_CHGPP","Q","1997-Q1",4.414953262,
"ISL","QGDP","TOT","PC_CHGPP","Q","1997-Q2",0.600461707,
"ISL","QGDP","TOT","PC_CHGPP","Q","1997-Q3",-1.247558344,
"ISL","QGDP","TOT","PC_CHGPP","Q","1997-Q4",2.886175782,
"ISL","QGDP","TOT","PC_CHGPP","Q","1998-Q1",-2.510129028,
"ISL","QGDP","TOT","PC_CHGPP","Q","1998-Q2",10.151884433,
"ISL","QGDP","TOT","PC_CHGPP","Q","1998-Q3",-0.379347299,
"ISL","QGDP","TOT","PC_CHGPP","Q","1998-Q4",3.351885445,
"ISL","QGDP","TOT","PC_CHGPP","Q","1999-Q1",-0.248516558,
"ISL","QGDP","TOT","PC_CHGPP","Q","1999-Q2",-2.494298133,
"ISL","QGDP","TOT","PC_CHGPP","Q","1999-Q3",0.719855959,
"ISL","QGDP","TOT","PC_CHGPP","Q","1999-Q4",4.623918318,
"ISL","QGDP","TOT","PC_CHGPP","Q","2000-Q1",-0.290464965,
"ISL","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.042824234,
"ISL","QGDP","TOT","PC_CHGPP","Q","2000-Q3",2.967164183,
"ISL","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.772665789,
"ISL","QGDP","TOT","PC_CHGPP","Q","2001-Q1",-0.000818042,
"ISL","QGDP","TOT","PC_CHGPP","Q","2001-Q2",3.457801719,
"ISL","QGDP","TOT","PC_CHGPP","Q","2001-Q3",-2.580921955,
"ISL","QGDP","TOT","PC_CHGPP","Q","2001-Q4",6.312388002,
"ISL","QGDP","TOT","PC_CHGPP","Q","2002-Q1",-6.424860032,
"ISL","QGDP","TOT","PC_CHGPP","Q","2002-Q2",4.165762745,
"ISL","QGDP","TOT","PC_CHGPP","Q","2002-Q3",-0.991773424,
"ISL","QGDP","TOT","PC_CHGPP","Q","2002-Q4",2.104430912,
"ISL","QGDP","TOT","PC_CHGPP","Q","2003-Q1",1.177886743,
"ISL","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-2.60179329,
"ISL","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.034536046,
"ISL","QGDP","TOT","PC_CHGPP","Q","2003-Q4",3.384300439,
"ISL","QGDP","TOT","PC_CHGPP","Q","2004-Q1",3.546260695,
"ISL","QGDP","TOT","PC_CHGPP","Q","2004-Q2",-0.638238132,
"ISL","QGDP","TOT","PC_CHGPP","Q","2004-Q3",4.752433723,
"ISL","QGDP","TOT","PC_CHGPP","Q","2004-Q4",1.256097974,
"ISL","QGDP","TOT","PC_CHGPP","Q","2005-Q1",-3.219866878,
"ISL","QGDP","TOT","PC_CHGPP","Q","2005-Q2",7.624501604,
"ISL","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.29295166,
"ISL","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.735756408,
"ISL","QGDP","TOT","PC_CHGPP","Q","2006-Q1",-0.571565753,
"ISL","QGDP","TOT","PC_CHGPP","Q","2006-Q2",4.101872731,
"ISL","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.374118865,
"ISL","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.06885349,
"ISL","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.740620192,
"ISL","QGDP","TOT","PC_CHGPP","Q","2007-Q2",4.732771849,
"ISL","QGDP","TOT","PC_CHGPP","Q","2007-Q3",-0.351696165,
"ISL","QGDP","TOT","PC_CHGPP","Q","2007-Q4",4.433705772,
"ISL","QGDP","TOT","PC_CHGPP","Q","2008-Q1",-2.677116417,
"ISL","QGDP","TOT","PC_CHGPP","Q","2008-Q2",2.755552584,
"ISL","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-5.280688865,
"ISL","QGDP","TOT","PC_CHGPP","Q","2008-Q4",5.592803119,
"ISL","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-9.874681056,
"ISL","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.383362791,
"ISL","QGDP","TOT","PC_CHGPP","Q","2009-Q3",1.542428176,
"ISL","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.314736616,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-6.001044521,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q2",3.967660907,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-1.947419445,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q4",3.776963254,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-4.150870505,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q2",2.759960433,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.805200958,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.449036515,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-3.303269521,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.436435791,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.647947608,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q4",1.557806905,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.656452572,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.616430195,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q3",-0.239216334,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q4",3.534981614,
